0.0,v,0.0,s,0.0,w,0.0,0.0,m,25.3,0.0,95613,0,0,0,0,0,00.0,v,0.0,s,0.0,w,0.0,0.0,m,25.1,0.0,95608,0,0,0,0,0,00.0,v,0.0,s,0.0,w,0.0,0.0,m,25.3,0.0,95612,0,0,0,0,0,00.0,v,0.0,s,0.0,w,0.0,0.0,m,25.5,0.0,95619,0,0,0,0,0,00.0,v,0.0,s,0.0,w,0.0,0.0,m,24.9,0.0,95624,0,0,0,0,0,00.0,v,0.0,s,0.0,w,0.0,0.0,m,24.9,0.0,95622,0,0,0,0,0,00.0,v,0.0,s,0.0,w,0.0,0.0,m,24.7,0.0,95614,0,0,0,0,0,00.0,v,0.0,s,0.0,w,0.0,0.0,m,24.7,0.0,95611,0,0,0,0,0,00.0,v,0.0,s,0.0,w,0.0,0.0,m,24.8,0.0,95616,0,0,0,0,0,00.0,v,0.0,s,0.0,w,0.0,0.0,m,24.9,0.0,95601,0,0,0,0,0,00.0,v,0.0,s,0.0,w,0.0,0.0,m,25.2,0.0,95611,0,0,0,0,0,00.0,v,0.0,s,0.0,w,0.0,0.0,m,25.1,0.0,95609,0,0,0,0,0,00.0,v,0.0,s,0.0,w,0.0,0.0,m,25.1,0.0,95615,0,0,0,0,0,00.0,v,0.0,s,0.0,w,0.0,0.0,m,25.1,0.0,95610,0,0,0,0,0,00.0,v,0.0,s,0.0,w,0.0,0.0,m,25.3,0.0,95615,0,0,0,0,0,00.0,v,0.0,s,0.0,w,0.0,0.0,m,25.3,0.0,95609,0,0,0,0,0,00.0,v,0.0,s,0.0,w,0.0,0.0,m,23.0,0.0,96125,0,0,0,0,0,00.0,v,0.0,s,0.0,w,0.0,0.0,m,23.1,0.0,96115,0,0,0,0,0,00.0,v,0.0,s,0.0,w,0.0,0.0,m,23.0,0.0,96110,0,0,0,0,0,00.0,v,0.0,s,0.0,w,0.0,0.0,m,22.9,0.0,96126,0,0,0,0,0,00.0,v,0.0,s,0.0,w,0.0,0.0,m,22.8,0.0,96116,0,0,0,0,0,00.0,v,0.0,s,0.0,w,0.0,0.0,m,22.8,0.0,96133,0,0,0,0,0,00.0,v,0.0,s,0.0,w,0.0,0.0,m,22.8,0.0,96130,0,0,0,0,0,00.0,v,0.0,s,0.0,w,0.0,0.0,m,24.1,0.0,96125,0,0,0,0,0,00.0,v,0.0,s,0.0,w,0.0,0.0,m,24.0,0.0,96116,0,0,0,0,0,00.0,v,0.0,s,0.0,w,0.0,0.0,m,24.1,0.0,96115,0,0,0,0,0,00.0,v,0.0,s,0.0,w,0.0,0.0,m,24.1,0.0,96113,0,0,0,0,0,00.0,v,0.0,s,0.0,w,0.0,0.0,m,24.3,0.0,96120,0,0,0,0,0,00.0,v,0.0,s,0.0,w,0.0,0.0,m,24.4,0.0,96106,0,0,0,0,0,00.0,v,0.0,s,0.0,w,0.0,0.0,m,23.4,0.0,96098,0,0,0,0,0,00.0,v,0.0,s,0.0,w,0.0,0.0,m,23.3,0.0,96095,0,0,0,0,0,00.0,v,0.0,s,0.0,w,0.0,0.0,m,24.0,0.0,96093,0,0,0,0,0,0
0.0,v,0.0,s,0.0,w,0.0,0.0,m,23.8,0.0,96095,0,0,0,0,0,0
0.0,v,0.0,s,0.0,w,0.0,0.0,m,20.9,0.0,96096,0,0,0,0,0,0
0.0,v,0.0,s,0.0,w,0.0,0.0,m,20.4,0.0,96113,0,0,0,0,0,0
0.0,v,0.0,s,0.0,w,0.0,0.0,m,19.8,0.0,96069,0,0,0,0,0,0
0.0,v,0.0,s,0.0,w,0.0,0.0,m,19.0,0.0,96016,0,0,0,0,0,0
0.0,v,0.0,s,0.0,w,0.0,0.0,m,18.0,0.0,96128,0,0,0,0,0,0
0.0,v,0.0,s,0.0,w,0.0,0.0,m,17.9,0.0,96129,0,0,0,0,0,0
0.0,v,0.0,s,0.0,w,0.0,0.0,m,17.8,0.0,96124,0,0,0,0,0,0
0.0,v,0.0,s,0.0,w,0.0,0.0,m,17.8,0.0,96128,0,0,0,0,0,0
0.0,v,0.0,s,0.0,w,0.0,0.0,m,19.0,0.0,96115,0,0,0,0,0,0
0.0,v,0.0,s,0.0,w,0.0,0.0,m,19.4,0.0,96120,0,0,0,0,0,0
0.0,v,0.0,s,0.0,w,0.0,0.0,m,23.7,0.0,95716,0,0,0,0,0,0
0.0,v,0.0,s,0.0,w,0.0,0.0,m,23.6,0.0,95718,0,0,0,0,0,0
